,UNIXTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
70,1475207419,33.75,56,30.44,52,74.56,2.25,6:13:00,18:13:00
71,1475207122,49.57,56,30.44,49,25.72,6.75,6:13:00,18:13:00
72,1475206822,59.62,56,30.44,50,102.11,2.25,6:13:00,18:13:00
73,1475206538,87.23,56,30.44,48,67.49,3.37,6:13:00,18:13:00
74,1475206225,109.93,56,30.43,49,180.29,2.25,6:13:00,18:13:00
75,1475205925,130.82,57,30.43,57,150.2,2.25,6:13:00,18:13:00
76,1475205625,160.52,57,30.43,55,47.3,5.62,6:13:00,18:13:00
77,1475205320,191.37,58,30.43,52,333.81,1.12,6:13:00,18:13:00
78,1475205020,207.05,58,30.43,49,41.62,4.5,6:13:00,18:13:00
79,1475204722,240.99,58,30.43,45,132.36,5.62,6:13:00,18:13:00
80,1475204424,274.83,58,30.43,41,332.09,4.5,6:13:00,18:13:00
81,1475204125,300.94,58,30.43,55,45.88,3.37,6:13:00,18:13:00
82,1475203822,322.71,58,30.43,56,94.24,7.87,6:13:00,18:13:00
83,1475203538,346.59,58,30.43,50,81.57,6.75,6:13:00,18:13:00
84,1475203220,364.18,58,30.43,49,351.03,7.87,6:13:00,18:13:00
85,1475202941,368.35,58,30.43,51,78.81,5.62,6:13:00,18:13:00
86,1475202622,362.84,58,30.43,46,85.96,5.62,6:13:00,18:13:00
87,1475202321,423.9,59,30.43,48,19.78,4.5,6:13:00,18:13:00
88,1475202025,457.69,58,30.43,59,18.26,4.5,6:13:00,18:13:00
89,1475201723,511.38,58,30.43,52,69.08,3.37,6:13:00,18:13:00
90,1475201422,566.83,58,30.43,52,40.87,4.5,6:13:00,18:13:00
91,1475201120,187.96,58,30.43,49,0.13,4.5,6:13:00,18:13:00
92,1475200820,310.59,59,30.43,58,27.34,9.0,6:13:00,18:13:00
93,1475200522,230.26,59,30.43,46,359.93,3.37,6:13:00,18:13:00
94,1475200221,623.31,60,30.43,46,22.18,7.87,6:13:00,18:13:00
95,1475199922,312.1,60,30.43,48,4.38,10.12,6:13:00,18:13:00
96,1475199624,803.72,60,30.43,44,355.03,7.87,6:13:00,18:13:00
97,1475199319,671.97,60,30.42,47,0.4,7.87,6:13:00,18:13:00
98,1475199020,670.32,60,30.42,51,53.16,4.5,6:13:00,18:13:00
99,1475198721,679.73,60,30.42,48,353.87,9.0,6:13:00,18:13:00
100,1475198424,687.62,60,30.43,54,2.04,4.5,6:13:00,18:13:00
101,1475198118,697.66,61,30.42,53,34.85,11.25,6:13:00,18:13:00
102,1475197821,716.27,61,30.42,44,11.08,7.87,6:13:00,18:13:00
103,1475197523,744.43,61,30.43,50,1.6,5.62,6:13:00,18:13:00
104,1475197330,612.34,61,30.42,53,345.21,7.87,6:13:00,18:13:00
105,1475196921,760.9,61,30.42,50,165.42,4.5,6:13:00,18:13:00
106,1475196621,773.71,61,30.42,57,30.3,6.75,6:13:00,18:13:00
107,1475196318,790.08,61,30.42,59,34.24,3.37,6:13:00,18:13:00
108,1475196023,804.28,61,30.42,59,19.11,7.87,6:13:00,18:13:00
109,1475195724,818.82,61,30.42,53,84.61,6.75,6:13:00,18:13:00
110,1475195419,855.63,62,30.42,51,31.88,5.62,6:13:00,18:13:00
111,1475195120,875.16,62,30.42,58,149.48,3.37,6:13:00,18:13:00
112,1475194821,867.9,62,30.42,54,62.54,3.37,6:13:00,18:13:00
113,1475194527,872.67,62,30.43,58,39.59,5.62,6:13:00,18:13:00
114,1475194220,890.52,62,30.43,50,122.13,4.5,6:13:00,18:13:00
115,1475193619,911.06,62,30.43,53,65.07,7.87,6:13:00,18:13:00
116,1475193320,925.16,62,30.43,49,69.79,7.87,6:13:00,18:13:00
117,1475193020,933.15,62,30.43,47,346.87,5.62,6:13:00,18:13:00
118,1475192721,942.73,62,30.43,53,359.93,5.62,6:13:00,18:13:00
119,1475192421,955.74,62,30.43,50,9.92,4.5,6:13:00,18:13:00
120,1475192121,959.47,62,30.43,54,19.98,9.0,6:13:00,18:13:00
121,1475191820,970.22,62,30.43,57,0.9,6.75,6:13:00,18:13:00
122,1475191518,974.87,62,30.43,54,19.13,11.25,6:13:00,18:13:00
123,1475191220,985.22,62,30.44,53,61.93,7.87,6:13:00,18:13:00
124,1475190925,992.19,62,30.43,50,63.35,10.12,6:13:00,18:13:00
125,1475190622,997.26,62,30.44,56,171.18,7.87,6:13:00,18:13:00
126,1475190322,1004.6,62,30.44,54,45.65,7.87,6:13:00,18:13:00
127,1475190019,1007.96,63,30.44,54,15.92,11.25,6:13:00,18:13:00
128,1475189722,1013.59,63,30.44,54,130.14,9.0,6:13:00,18:13:00
129,1475189420,1020.55,62,30.44,51,21.54,10.12,6:13:00,18:13:00
130,1475189119,1025.63,62,30.44,45,70.89,15.75,6:13:00,18:13:00
131,1475188520,1034.46,63,30.45,43,79.08,7.87,6:13:00,18:13:00
132,1475188219,1033.54,63,30.45,43,359.46,5.62,6:13:00,18:13:00
133,1475187921,1039.06,63,30.45,40,59.89,4.5,6:13:00,18:13:00
134,1475187620,1039.67,63,30.45,39,40.66,6.75,6:13:00,18:13:00
135,1475187320,1037.76,64,30.46,41,20.44,14.62,6:13:00,18:13:00
136,1475186720,1040.14,63,30.45,41,117.62,4.5,6:13:00,18:13:00
137,1475186427,1039.22,63,30.46,42,354.78,1.12,6:13:00,18:13:00
138,1475186120,1035.99,63,30.46,41,35.68,4.5,6:13:00,18:13:00
139,1475185820,1033.49,63,30.46,39,350.0,5.62,6:13:00,18:13:00
140,1475185518,1029.15,63,30.46,41,14.63,9.0,6:13:00,18:13:00
141,1475185220,1025.51,63,30.46,41,349.53,2.25,6:13:00,18:13:00
142,1475184919,1023.78,63,30.46,41,31.9,9.0,6:13:00,18:13:00
143,1475184622,1017.57,63,30.47,37,339.83,3.37,6:13:00,18:13:00
144,1475184320,1013.93,63,30.47,34,67.14,11.25,6:13:00,18:13:00
145,1475184021,1009.36,63,30.47,34,61.67,9.0,6:13:00,18:13:00
146,1475183722,1002.89,63,30.47,33,32.74,6.75,6:13:00,18:13:00
147,1475183516,999.19,63,30.47,31,4.51,6.75,6:13:00,18:13:00
148,1475183122,987.02,62,30.47,36,38.9,10.12,6:13:00,18:13:00
149,1475182823,981.66,63,30.47,40,28.85,7.87,6:13:00,18:13:00
150,1475182521,973.79,63,30.47,35,114.97,5.62,6:13:00,18:13:00
151,1475182222,964.46,63,30.47,37,60.94,6.75,6:13:00,18:13:00
152,1475181920,957.02,62,30.47,40,37.85,7.87,6:13:00,18:13:00
153,1475181622,946.32,62,30.47,44,38.03,11.25,6:13:00,18:13:00
154,1475181322,933.08,62,30.47,45,37.37,11.25,6:13:00,18:13:00
155,1475181021,926.79,62,30.47,43,10.44,5.62,6:13:00,18:13:00
156,1475180719,915.84,62,30.47,42,5.51,11.25,6:13:00,18:13:00
157,1475180419,901.65,62,30.47,42,24.74,9.0,6:13:00,18:13:00
158,1475180123,899.53,61,30.47,46,37.67,7.87,6:13:00,18:13:00
159,1475179820,878.76,62,30.47,49,61.93,7.87,6:13:00,18:13:00
160,1475179523,867.98,61,30.47,44,359.93,6.75,6:13:00,18:13:00
161,1475179225,855.89,62,30.47,41,26.99,7.87,6:13:00,18:13:00
162,1475178921,841.52,61,30.47,42,21.37,9.0,6:13:00,18:13:00
163,1475178622,830.19,62,30.47,38,52.73,10.12,6:13:00,18:13:00
164,1475178319,815.1,62,30.47,39,61.67,6.75,6:13:00,18:13:00
165,1475178020,799.29,62,30.47,41,42.59,5.62,6:13:00,18:13:00
166,1475177725,785.6,61,30.47,41,37.83,7.87,6:13:00,18:13:00
167,1475177421,768.39,61,30.47,45,7.14,7.87,6:13:00,18:13:00
168,1475177119,754.06,61,30.47,44,186.9,4.5,6:13:00,18:13:00
169,1475176822,738.75,61,30.47,43,7.25,7.87,6:13:00,18:13:00
170,1475176523,722.23,61,30.46,44,33.19,11.25,6:13:00,18:13:00
171,1475176223,706.41,61,30.46,44,56.91,6.75,6:13:00,18:13:00
172,1475175921,686.3,61,30.46,45,70.29,3.37,6:13:00,18:13:00
173,1475175626,669.11,60,30.46,49,16.18,9.0,6:13:00,18:13:00
174,1475175321,652.51,61,30.46,47,52.76,2.25,6:13:00,18:13:00
175,1475175023,634.99,61,30.46,41,14.96,6.75,6:13:00,18:13:00
176,1475174727,617.87,61,30.46,31,19.08,7.87,6:13:00,18:13:00
177,1475174421,597.41,61,30.46,34,0.1,2.25,6:13:00,18:13:00
178,1475174122,578.24,61,30.46,31,24.56,4.5,6:13:00,18:13:00
179,1475173821,559.23,60,30.46,35,41.61,1.12,6:13:00,18:13:00
180,1475173521,538.41,60,30.46,37,31.05,3.37,6:13:00,18:13:00
181,1475173223,519.16,60,30.46,41,25.35,4.5,6:13:00,18:13:00
182,1475172921,499.21,60,30.45,40,3.77,3.37,6:13:00,18:13:00
183,1475172318,458.27,59,30.45,40,74.63,1.12,6:13:00,18:13:00
184,1475172024,438.05,59,30.45,45,64.84,2.25,6:13:00,18:13:00
185,1475171719,416.28,60,30.44,30,53.32,5.62,6:13:00,18:13:00
186,1475171419,395.14,59,30.44,31,75.7,3.37,6:13:00,18:13:00
187,1475171120,373.7,58,30.44,34,58.43,2.25,6:13:00,18:13:00
188,1475170819,352.56,57,30.43,34,113.5,1.12,6:13:00,18:13:00
189,1475170221,305.78,54,30.43,38,146.52,1.12,6:13:00,18:13:00
190,1475169921,278.29,52,30.43,42,142.16,2.25,6:13:00,18:13:00
191,1475169628,251.51,51,30.43,44,151.94,2.25,6:13:00,18:13:00
192,1475169324,222.48,50,30.43,46,143.23,4.5,6:13:00,18:13:00
193,1475169022,164.44,49,30.43,47,172.83,3.37,6:13:00,18:13:00
194,1475168723,21.36,48,30.43,48,176.93,4.5,6:13:00,18:13:00
195,1475168425,20.0,48,30.42,50,182.88,5.62,6:13:00,18:13:00
196,1475168123,19.24,48,30.42,51,173.07,7.87,6:13:00,18:13:00
197,1475167819,18.33,47,30.42,53,191.44,7.87,6:13:00,18:13:00
198,1475167520,17.31,47,30.42,54,193.99,9.0,6:13:00,18:13:00
199,1475166919,14.73,47,30.42,56,179.45,10.12,6:13:00,18:13:00
200,1475166620,12.53,47,30.42,57,188.58,6.75,6:13:00,18:13:00
201,1475166321,9.86,47,30.42,57,188.37,7.87,6:13:00,18:13:00
202,1475166020,7.7,47,30.41,58,192.09,7.87,6:13:00,18:13:00
203,1475165722,6.17,47,30.41,61,157.11,7.87,6:13:00,18:13:00
204,1475165423,4.32,47,30.41,62,177.65,6.75,6:13:00,18:13:00
205,1475165120,2.34,47,30.41,62,187.76,7.87,6:13:00,18:13:00
206,1475164824,1.47,47,30.41,61,185.73,7.87,6:13:00,18:13:00
207,1475164525,1.21,47,30.41,60,184.95,9.0,6:13:00,18:13:00
208,1475164221,1.23,47,30.41,59,182.07,9.0,6:13:00,18:13:00
209,1475163921,1.24,46,30.41,58,184.89,10.12,6:13:00,18:13:00
210,1475163621,1.23,46,30.4,59,190.62,7.87,6:13:00,18:13:00
211,1475163326,1.21,46,30.4,58,188.4,7.87,6:13:00,18:13:00
212,1475163027,1.21,46,30.4,58,193.81,5.62,6:13:00,18:13:00
213,1475162722,1.22,45,30.4,56,191.32,6.75,6:13:00,18:13:00
214,1475162424,1.22,45,30.4,56,184.3,5.62,6:13:00,18:13:00
215,1475162121,1.2,45,30.4,55,174.74,4.5,6:13:00,18:13:00
216,1475161822,1.2,45,30.4,55,184.56,6.75,6:13:00,18:13:00
217,1475161520,1.16,46,30.4,55,165.66,6.75,6:13:00,18:13:00
218,1475161222,1.15,46,30.4,53,177.23,4.5,6:13:00,18:13:00
219,1475160925,1.18,46,30.4,51,173.92,4.5,6:13:00,18:13:00
220,1475160625,1.18,46,30.4,50,174.53,5.62,6:13:00,18:13:00
221,1475160320,1.18,46,30.4,50,163.85,3.37,6:13:00,18:13:00
222,1475160021,1.19,46,30.4,49,166.26,4.5,6:13:00,18:13:00
223,1475159719,1.18,46,30.39,49,176.34,3.37,6:13:00,18:13:00
224,1475159425,1.2,46,30.39,48,170.62,5.62,6:13:00,18:13:00
225,1475159125,1.17,46,30.39,47,176.8,3.37,6:13:00,18:13:00
226,1475158821,1.17,46,30.39,47,170.45,4.5,6:13:00,18:13:00
227,1475158529,1.18,46,30.39,45,180.3,3.37,6:13:00,18:13:00
228,1475158222,1.21,46,30.39,45,187.66,6.75,6:13:00,18:13:00
229,1475157918,1.17,46,30.39,45,173.01,5.62,6:13:00,18:13:00
230,1475157620,1.18,46,30.39,45,178.75,5.62,6:13:00,18:13:00
231,1475157320,1.19,46,30.39,47,171.85,6.75,6:13:00,18:13:00
232,1475157026,1.18,46,30.39,47,189.46,6.75,6:13:00,18:13:00
233,1475156722,1.2,46,30.39,48,169.78,5.62,6:13:00,18:13:00
234,1475156426,1.22,46,30.39,50,183.99,6.75,6:13:00,18:13:00
235,1475156122,1.21,46,30.39,52,173.17,5.62,6:13:00,18:13:00
236,1475155819,1.22,46,30.38,55,186.34,7.87,6:13:00,18:13:00
237,1475155523,1.21,46,30.38,56,159.97,6.75,6:13:00,18:13:00
238,1475155223,1.18,47,30.38,57,170.61,4.5,6:13:00,18:13:00
239,1475154922,1.24,47,30.39,58,171.98,3.37,6:13:00,18:13:00
240,1475154624,1.22,47,30.38,58,177.67,6.75,6:13:00,18:13:00
241,1475154019,1.26,47,30.38,58,181.39,4.5,6:13:00,18:13:00
242,1475153725,1.18,47,30.38,58,156.71,3.37,6:13:00,18:13:00
243,1475153425,1.24,47,30.39,58,156.31,7.87,6:13:00,18:13:00
244,1475153123,1.19,47,30.39,59,168.46,4.5,6:13:00,18:13:00
245,1475152823,1.2,47,30.39,59,172.8,5.62,6:13:00,18:13:00
246,1475152522,1.24,47,30.39,60,158.68,5.62,6:13:00,18:13:00
247,1475152225,1.23,47,30.39,60,167.47,6.75,6:13:00,18:13:00
248,1475151621,1.23,47,30.39,62,163.06,5.62,6:13:00,18:13:00
249,1475151323,1.2,47,30.39,64,154.2,2.25,6:13:00,18:13:00
250,1475151020,1.24,47,30.39,64,190.87,6.75,6:13:00,18:13:00
251,1475150724,1.24,47,30.39,66,168.77,4.5,6:13:00,18:13:00
252,1475150430,1.23,47,30.4,65,183.32,5.62,6:13:00,18:13:00
253,1475150124,1.2,47,30.4,68,170.4,4.5,6:13:00,18:13:00
254,1475149823,1.21,48,30.4,70,186.06,5.62,6:13:00,18:13:00
255,1475149524,1.22,48,30.4,69,152.34,5.62,6:13:00,18:13:00
256,1475149218,1.25,48,30.4,71,171.74,5.62,6:13:00,18:13:00
257,1475148921,1.18,48,30.4,73,164.9,6.75,6:13:00,18:13:00
258,1475148621,1.22,48,30.4,76,193.66,5.62,6:13:00,18:13:00
259,1475148320,1.21,48,30.4,76,183.44,5.62,6:13:00,18:13:00
260,1475148023,1.25,48,30.4,77,169.53,5.62,6:13:00,18:13:00
261,1475147720,1.23,48,30.41,77,170.89,5.62,6:13:00,18:13:00
262,1475147426,1.23,48,30.41,77,180.16,5.62,6:13:00,18:13:00
263,1475147119,1.22,48,30.41,78,159.54,5.62,6:13:00,18:13:00
264,1475146824,1.23,48,30.41,78,160.62,5.62,6:13:00,18:13:00
265,1475146525,1.23,48,30.41,78,179.43,5.62,6:13:00,18:13:00
266,1475146229,1.19,48,30.41,78,177.17,5.62,6:13:00,18:13:00
267,1475145924,1.22,48,30.41,78,176.09,3.37,6:13:00,18:13:00
268,1475145619,1.22,48,30.41,78,170.4,6.75,6:13:00,18:13:00
269,1475145321,1.22,49,30.41,78,181.25,4.5,6:13:00,18:13:00
270,1475145022,1.22,49,30.41,77,183.79,7.87,6:13:00,18:13:00
271,1475144724,1.22,49,30.41,78,166.36,4.5,6:13:00,18:13:00
272,1475144425,1.23,49,30.42,77,168.56,5.62,6:13:00,18:13:00
273,1475143823,1.21,50,30.42,75,162.03,5.62,6:13:00,18:13:00
274,1475143520,1.22,50,30.42,75,121.92,2.25,6:13:00,18:13:00
275,1475143231,1.21,49,30.42,75,148.94,6.75,6:13:00,18:13:00
276,1475142921,1.24,50,30.42,75,167.24,5.62,6:13:00,18:14:00
277,1475142624,1.23,50,30.42,74,169.78,5.62,6:13:00,18:14:00
278,1475142331,1.22,50,30.42,74,183.28,4.5,6:13:00,18:14:00
279,1475141721,1.24,50,30.42,73,176.24,4.5,6:13:00,18:14:00
280,1475141424,1.23,50,30.42,74,158.44,6.75,6:13:00,18:14:00
281,1475141121,1.23,50,30.42,75,161.04,7.87,6:13:00,18:14:00
282,1475140823,1.24,50,30.43,75,145.97,6.75,6:13:00,18:14:00
283,1475140520,1.19,50,30.43,77,168.62,7.87,6:13:00,18:14:00
284,1475140223,1.22,50,30.43,79,160.36,5.62,6:13:00,18:14:00
285,1475139921,1.22,50,30.43,79,149.44,4.5,6:13:00,18:14:00
286,1475139320,1.2,51,30.43,82,161.97,5.62,6:13:00,18:14:00
287,1475139024,1.22,51,30.43,84,169.04,6.75,6:13:00,18:14:00
288,1475138722,1.2,51,30.43,86,167.45,5.62,6:13:00,18:14:00
289,1475138419,1.23,50,30.43,88,163.91,6.75,6:13:00,18:14:00
290,1475138123,1.22,50,30.43,89,142.26,10.12,6:13:00,18:14:00
291,1475137825,1.23,50,30.43,89,161.97,12.37,6:13:00,18:14:00
292,1475137527,1.23,51,30.43,87,159.7,9.0,6:13:00,18:14:00
293,1475137221,1.22,51,30.44,85,78.09,5.62,6:13:00,18:14:00
294,1475136920,1.23,51,30.43,77,88.77,4.5,6:13:00,18:14:00
295,1475136625,1.21,51,30.43,75,130.36,4.5,6:13:00,18:14:00
296,1475136321,1.21,51,30.43,75,162.76,4.5,6:13:00,18:14:00
297,1475136020,1.2,51,30.43,73,146.94,7.87,6:13:00,18:14:00
298,1475135720,1.2,51,30.43,71,116.25,3.37,6:13:00,18:14:00
299,1475135428,1.21,51,30.43,71,144.4,3.37,6:13:00,18:14:00
300,1475135122,1.22,51,30.43,68,148.71,7.87,6:13:00,18:14:00
301,1475134821,1.21,51,30.43,66,153.22,5.62,6:13:00,18:14:00
302,1475134524,1.24,51,30.43,67,179.54,5.62,6:13:00,18:14:00
303,1475134230,1.2,51,30.43,69,180.65,2.25,6:13:00,18:14:00
304,1475133921,1.22,51,30.43,72,157.82,3.37,6:13:00,18:14:00
305,1475133623,1.21,51,30.44,67,135.43,5.62,6:13:00,18:14:00
306,1475133328,1.25,51,30.43,67,100.03,2.25,6:13:00,18:14:00
307,1475133020,1.25,51,30.43,68,112.05,6.75,6:13:00,18:14:00
308,1475132720,1.23,51,30.43,70,151.33,9.0,6:13:00,18:14:00
309,1475132426,1.23,51,30.43,75,138.72,6.75,6:13:00,18:14:00
310,1475132118,1.23,51,30.43,73,159.9,7.87,6:13:00,18:14:00
311,1475131821,1.18,52,30.43,68,105.34,4.5,6:13:00,18:14:00
312,1475131520,1.24,52,30.43,67,127.43,5.62,6:13:00,18:14:00
313,1475131219,1.23,52,30.43,67,120.88,7.87,6:13:00,18:14:00
314,1475130918,1.2,52,30.43,65,88.97,2.25,6:13:00,18:14:00
315,1475130622,1.23,52,30.42,65,111.28,4.5,6:13:00,18:14:00
316,1475130324,1.23,52,30.42,66,140.23,5.62,6:13:00,18:14:00
317,1475130029,1.23,52,30.42,65,160.04,6.75,6:13:00,18:14:00
318,1475129724,1.23,52,30.42,66,139.86,10.12,6:13:00,18:14:00
319,1475129419,1.21,52,30.41,67,122.69,6.75,6:13:00,18:14:00
320,1475129122,1.24,52,30.41,66,152.68,1.12,6:13:00,18:14:00
321,1475128822,1.22,53,30.41,69,162.52,5.62,6:13:00,18:14:00
322,1475128521,1.22,53,30.41,68,103.2,6.75,6:13:00,18:14:00
323,1475128218,1.23,53,30.41,69,128.17,5.62,6:13:00,18:14:00
324,1475127624,1.27,53,30.41,73,109.76,6.75,6:13:00,18:14:00
325,1475127327,1.24,53,30.41,70,97.28,6.75,6:13:00,18:14:00
326,1475127022,1.2,53,30.4,71,189.66,1.12,6:13:00,18:14:00
327,1475126722,1.24,53,30.4,71,119.71,4.5,6:13:00,18:14:00
328,1475126422,1.2,53,30.4,72,116.54,4.5,6:13:00,18:14:00
329,1475126119,1.25,52,30.4,77,144.9,4.5,6:13:00,18:14:00
330,1475125832,1.25,52,30.39,82,137.32,6.75,6:13:00,18:14:00
331,1475125522,1.2,52,30.39,88,73.0,3.37,6:13:00,18:14:00
332,1475125226,1.24,52,30.39,93,118.46,4.5,6:13:00,18:14:00
333,1475124919,1.2,53,30.39,93,89.91,1.12,6:13:00,18:14:00
334,1475124619,1.25,53,30.39,91,76.58,5.62,6:13:00,18:14:00
335,1475124321,1.23,52,30.39,93,68.07,2.25,6:13:00,18:14:00
336,1475124024,1.24,52,30.39,94,105.92,2.25,6:13:00,18:14:00
337,1475123718,1.23,52,30.39,94,128.5,4.5,6:13:00,18:14:00
338,1475123428,1.27,53,30.39,94,75.55,2.25,6:13:00,18:14:00
339,1475123123,1.43,53,30.39,93,89.11,3.37,6:13:00,18:14:00
340,1475122818,2.59,53,30.39,92,61.7,4.5,6:13:00,18:14:00
341,1475122520,4.5,54,30.39,91,15.53,4.5,6:13:00,18:14:00
342,1475122221,6.36,55,30.39,89,42.14,3.37,6:13:00,18:14:00
343,1475121918,9.83,55,30.38,86,25.85,3.37,6:13:00,18:14:00
344,1475121619,13.81,56,30.38,81,70.97,1.12,6:13:00,18:14:00
345,1475121323,24.13,56,30.38,82,71.25,1.12,6:13:00,18:14:00
346,1475121023,32.14,56,30.38,83,58.36,2.25,6:13:00,18:14:00
347,1475120724,44.93,56,30.38,82,6.05,4.5,6:13:00,18:14:00
348,1475120444,61.0,57,30.38,82,0.11,0.0,6:13:00,18:14:00
349,1475120123,82.38,57,30.38,82,6.02,1.12,6:13:00,18:14:00
350,1475119825,104.74,58,30.38,81,75.85,4.5,6:13:00,18:14:00
351,1475119532,128.94,58,30.38,75,60.74,4.5,6:13:00,18:14:00
352,1475119221,154.49,58,30.38,75,90.92,3.37,6:13:00,18:14:00
353,1475118921,181.97,57,30.38,75,84.96,7.87,6:13:00,18:14:00
354,1475118620,210.59,58,30.38,74,90.66,5.62,6:13:00,18:14:00
